filter_key,category,context,description,net_profitability_improvement,statistical_confidence,trade_reduction,risk_reduction,rank_score,trade_count,net_pnl,profit_factor,win_rate,expectancy,max_drawdown,avg_winner,avg_loser,trade_coverage,net_pnl_delta,profit_factor_delta,expectancy_delta,max_drawdown_delta,baseline_trades,baseline_net_pnl,baseline_expectancy,baseline_profit_factor,baseline_win_rate,baseline_max_drawdown,baseline_avg_winner,baseline_avg_loser,expectancy_lift,expectancy_lift_ci_low,expectancy_lift_ci_high,p_value_approx,statistically_acceptable
all:rsi_40_60,rsi_range,all,all require RSI between 40 and 60,1182663.7499999949,0.1364898241380048,0.4325256402567025,0.42731606346763723,1.5620767295245457,37846,-1585455.3749999981,0.7296187696412427,0.3987475558843735,-41.892283860909956,-1585338.7499999977,283.50156550261755,-257.6918259723138,0.5674743597432975,1182663.7499999949,-0.0025618943978023,-0.3862692714540543,1182922.4999999995,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-0.3862692714540543,-4.790308394308625,4.017769851400517,0.8635101758619952,False
all:rsi_30_55,rsi_range,all,all require RSI between 30 and 55,1169923.1249999958,0.3993364981778279,0.4059557368200084,0.4227204441054827,1.5606473920690558,39618,-1598195.9999999972,0.7398145588013634,0.3992882023322732,-40.34014841738597,-1598060.6249999998,287.27041058221135,-258.10019853775367,0.5940442631799916,1169923.1249999958,0.0076338947623183495,1.1658661720699328,1170200.6249999974,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.1658661720699328,-3.199617703642284,5.53135004778215,0.6006635018221721,False
all:ema_distance_mid_0.000180_0.000723,ema_distance_filter,all,all require EMA20 distance between 0.000180 and 0.000723,1190830.8749999972,0.9897796631944008,0.49997001139566966,0.4302731091583211,1.5189851607670568,33348,-1577288.2499999958,0.6884723338144646,0.390578145615929,-47.29783645196101,-1577152.874999998,267.6228598848371,-249.1303449293903,0.5000299886043303,1190830.8749999972,-0.04370833022458043,-5.79182186250511,1191108.3749999993,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.79182186250511,-10.211882339126154,-1.3717613858840654,0.010220336805599186,False
all:atr_mid_7.7002_12.5350,atr_range,all,all require ATR between 7.7002 and 12.5350,1186866.7499999956,0.9915833239029909,0.49997001139566966,0.42877243793373954,1.5125645824694773,33348,-1581252.3749999974,0.686780572887624,0.4011634880652513,-47.41670789852457,-1581307.1249999972,259.1667663327853,-252.79846644967446,0.5000299886043303,1186866.7499999956,-0.045400091151421074,-5.9106933090686695,1186954.125,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.9106933090686695,-10.307460546425762,-1.5139260717115768,0.008416676097009175,False
pe:min_confidence_0.4311,minimum_confidence,pe,pe require quality confidence >= 0.4311,1059613.8749999988,0.9999993634837097,0.1799016373777964,0.3827723539460006,1.5046553197864816,54694,-1708505.2499999942,0.7982474506013331,0.4185285406077449,-31.23752605404604,-1708647.3750000002,295.3044974007254,-266.2742665786246,0.8200983626222036,1059613.8749999988,0.06606678656228804,10.268488535409862,1059613.874999997,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,10.268488535409862,6.226909084048224,14.3100679867715,6.365162903969003e-07,False
all:vwap_distance_mid_0.000579_0.002153,vwap_distance_filter,all,all require absolute VWAP distance between 0.000579 and 0.002153,1167806.2499999953,0.9960777895414481,0.49997001139566966,0.4218611953622524,1.480796068908742,33348,-1600312.8749999977,0.6814533249173836,0.38898884490824037,-47.98827141057927,-1600439.2499999953,263.9131302035155,-246.55447585394586,0.5000299886043303,1167806.2499999953,-0.050727339121661386,-6.4822568211233715,1167822.0000000019,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-6.4822568211233715,-10.88713764535057,-2.077375996896172,0.0039222104585518724,False
all:min_adx_20,minimum_trend_strength,all,all require ADX >= 20,1083984.375,0.5981074271922515,0.3634918730882265,0.39157589443554225,1.451035590444465,42450,-1684134.749999993,0.7441155900278029,0.3977620730270907,-39.67337455830372,-1684276.874999996,290.0496520580401,-257.4466311363192,0.6365081269117735,1083984.375,0.011934925988757894,1.8326400311521809,1083984.3750000012,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.8326400311521809,-2.452467899107729,6.117747961412091,0.40189257280774854,False
ce:min_adx_25,minimum_trend_strength,ce,ce require ADX >= 25,1031191.1250000014,0.9831054179535949,0.2857164277574522,0.3719938824415526,1.4122430560108676,47637,-1736927.9999999916,0.7622118785121355,0.40176753363981776,-36.46174192329474,-1738484.9999999928,290.9029533935946,-256.3169213629026,0.7142835722425478,1031191.1250000014,0.03003121447309043,5.044272666161163,1029776.2500000044,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,5.044272666161163,0.9058048569313453,9.18274047539098,0.01689458204640511,False
pe:only_day_sunday,day_filter,pe,pe trade only Sunday,1099994.6249999928,0.9995880189504783,0.49752594014274576,0.3961105549557498,1.3674791644128965,33511,-1668124.5000000002,0.6871652599882513,0.3887977082152129,-49.77841604249352,-1671723.7500000007,281.2312629518766,-260.3401340201153,0.5024740598572542,1099994.6249999928,-0.04501540405079374,-8.272401453037617,1096537.4999999965,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-8.272401453037617,-12.862601554284616,-3.682201351790617,0.000411981049521656,False
ce:vwap_distance_above_0.001193,vwap_distance_filter,ce,ce require absolute VWAP distance >= 0.001193,985394.6250000028,0.9947608239138128,0.25,0.35444058070747597,1.3573120071246205,50019,-1782724.4999999902,0.7698247001674495,0.40376656870389255,-35.64094644035247,-1787077.1249999949,295.2242275698161,-259.701337893572,0.75,985394.6250000028,0.0376440361284045,5.865068149103429,981184.1250000023,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,5.865068149103429,1.747680141714179,9.98245615649268,0.005239176086187126,False
ce:ema_spread_above_0.000392,ema_distance_filter,ce,ce require EMA20/EMA50 spread >= 0.000392,973329.3750000002,0.9942906943515255,0.24674623643015658,0.3513744864217584,1.3415139259257431,50236,-1794789.7499999928,0.7693996554658549,0.40470976988613744,-35.72716279162339,-1795564.8749999932,294.54175889036475,-260.26143621467975,0.7532537635698434,973329.3750000002,0.037218991426809844,5.778851797832509,972696.375000004,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,5.778851797832509,1.6810064503984359,9.876697145266583,0.005709305648474507,False
all:rsi_45_70,rsi_range,all,all require RSI between 45 and 70,1014842.2499999958,0.7722203525989166,0.40451628381215143,0.3667309669562445,1.3122302201646867,39714,-1753276.8749999972,0.7135722581115902,0.39285894143123334,-44.147577050913966,-1753054.124999996,279.95814639148864,-253.86462653450576,0.5954837161878486,1014842.2499999958,-0.01860840592745483,-2.641562461458065,1015207.1250000012,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-2.641562461458065,-6.934299679155366,1.6511747562392358,0.22777964740108342,False
pe:only_regime_volatile_trend,regime_filter,pe,pe trade only regime=volatile_trend,1007167.8749999963,0.5695479387143714,0.38977688478378214,0.3632422246997084,1.3089245469155073,40697,-1760951.2499999967,0.7276784846999036,0.3963191390028749,-43.26980489962397,-1762711.8750000026,291.7410022320046,-263.20587247639196,0.6102231152162179,1007167.8749999963,-0.004502179339141432,-1.7637903101680692,1005549.3749999946,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-1.7637903101680692,-6.148555278419739,2.6209746580836004,0.4304520612856287,False
ce:only_regime_mixed,regime_filter,ce,ce trade only regime=mixed,963840.7499999991,0.6670676727053506,0.3145654651232531,0.34812239993606237,1.2911046825006507,45713,-1804278.374999994,0.7408503887506214,0.3987924660381073,-39.469699538424386,-1804567.4999999942,282.94161409764155,-253.3312957100753,0.6854345348767469,963840.7499999991,0.008669724711576343,2.036315051031515,963693.750000003,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.036315051031515,-2.0858467435410617,6.158476845604092,0.3329323272946494,False
all:ema_distance_above_0.000180,ema_distance_filter,all,all require EMA20 distance >= 0.000180,926937.375,0.9743497631730029,0.24998500569783477,0.33484461591188364,1.2674961999793222,50020,-1841181.749999993,0.7653747815658606,0.4060375849660136,-36.80891143542569,-1841323.8749999972,295.723744460857,-264.1309660047122,0.7500149943021652,926937.375,0.03319411752681556,4.697103154030209,926937.375,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.697103154030209,0.5714209067438603,8.822785401316558,0.025650236826997106,False
pe:only_day_thursday,day_filter,pe,pe trade only Thursday,937446.3749999902,0.96494672114004,0.40552090205721825,0.33815644206268364,1.1855092122892268,39647,-1830672.7500000028,0.7076426233600165,0.394229071556486,-46.17430700935765,-1832155.875000001,283.49908829174666,-260.72213432152233,0.5944790979427818,937446.3749999902,-0.02453804067902854,-4.668292419901746,936105.3749999963,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-4.668292419901746,-9.0093604773447,-0.32722436245879205,0.03505327885996005,False
ce:avoid_after_2pm,time_filter,ce,ce avoid trades after 2 PM,839605.499999997,0.9543923990648298,0.22740358663707794,0.3030152952507645,1.1434165507855187,51526,-1928513.624999996,0.7546610883467645,0.4035244342661957,-37.42797083026037,-1929435.7499999977,285.306698489804,-255.76268952951128,0.7725964133629221,839605.499999997,0.02248042430771946,4.0780437591955305,838825.4999999995,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.0780437591955305,0.0795755534757201,8.07651196491534,0.04560760093517026,False
ce:morning_only,time_filter,ce,ce trade morning only,839605.499999997,0.9543923990648298,0.22740358663707794,0.3030152952507645,1.1434165507855187,51526,-1928513.624999996,0.7546610883467645,0.4035244342661957,-37.42797083026037,-1929435.7499999977,285.306698489804,-255.76268952951128,0.7725964133629221,839605.499999997,0.02248042430771946,4.0780437591955305,838825.4999999995,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.0780437591955305,0.0795755534757201,8.07651196491534,0.04560760093517026,False
pe:only_day_tuesday,day_filter,pe,pe trade only Tuesday,897565.5000000023,0.9866173221797151,0.4028369219696515,0.3229855473358934,1.1226463251259238,39826,-1870553.6249999907,0.7024212834987205,0.39411439762968914,-46.968152086576374,-1874152.8750000037,281.30468750000045,-260.5019477828429,0.5971630780303485,897565.5000000023,-0.029759380540324565,-5.462137497120473,894108.3749999935,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.462137497120473,-9.790472220997188,-1.133802773243758,0.013382677820284863,False
all:exclude_regime_range,regime_filter,all,all exclude regime=range,831084.0000000012,0.7355831796276529,0.2584717807233251,0.30021877451053525,1.1136246610740832,49454,-1937035.1249999919,0.7481626780443857,0.3991790350628867,-39.16842166457702,-1937177.2499999956,291.5038498556308,-258.86354878336084,0.7415282192766749,831084.0000000012,0.015982014005340717,2.3375929248788836,831084.0000000016,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.3375929248788836,-1.767811343645315,6.442997193403082,0.2644168203723471,False
pe:min_adx_30,minimum_trend_strength,pe,pe require ADX >= 30,863436.375,0.8695132799624372,0.36241228333233366,0.3119056682240504,1.0998711470422085,42522,-1904682.749999993,0.7142741901277452,0.39480739381966984,-44.79287780443048,-1904824.875000003,283.6215153681204,-259.039432268594,0.6375877166676663,863436.375,-0.017906473911299847,-3.2868632149745807,863436.3749999942,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-3.2868632149745807,-7.547089618184204,0.9733631882350426,0.1304867200375628,False
pe:only_day_friday,day_filter,pe,pe trade only Friday,876819.7499999977,0.9877362005258845,0.39698914412523245,0.31674024624662844,1.0951154429505654,40216,-1891299.3749999953,0.6994381746262326,0.3914859757310523,-47.02853031131876,-1891441.4999999986,279.5507812500001,-257.1325136891139,0.6030108558747675,876819.7499999977,-0.03274248941281244,-5.5225157218628596,876819.7499999986,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-5.5225157218628596,-9.844455329606086,-1.2005761141196327,0.012263799474115464,False
all:vwap_distance_above_0.000579,vwap_distance_filter,all,all require absolute VWAP distance >= 0.000579,815579.6250000028,0.7621119500927598,0.24998500569783477,0.29462370106867736,1.0938804716866957,50020,-1952539.4999999902,0.7492210557384114,0.4010595761695322,-39.035175929627954,-1952665.8749999949,290.78108643636943,-259.88513885643704,0.7500149943021652,815579.6250000028,0.01704039169936633,2.4708386598279475,815595.3750000023,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.4708386598279475,-1.6322854381984415,6.5739627578543365,0.23788804990724016,False
ce:vwap_side_aligned,vwap_distance_filter,ce,ce require side-aligned VWAP distance,810551.9999999923,0.7443273924769598,0.2506597492952678,0.29039369929409664,1.084032156611451,49975,-1957567.1250000007,0.7425782986350311,0.3990795397698849,-39.170927963982,-1964375.624999998,283.1401737364621,-253.22216209916422,0.7493402507047322,810551.9999999923,0.010397634595986083,2.335086625473899,803885.6249999993,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.335086625473899,-1.6913542682637743,6.361527519211572,0.2556726075230402,False
all:min_adx_18,minimum_trend_strength,all,all require ADX >= 18,809427.3750000009,0.46700555777024744,0.2694476099082349,0.2923955876635568,1.07385374044437,48722,-1958691.749999992,0.7407768488809824,0.3978284963671442,-40.20138233241641,-1958833.8749999958,288.7744157251204,-257.54136984900646,0.7305523900917651,809427.3750000009,0.00859618484193736,1.3046322570394935,809427.3750000014,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.3046322570394935,-2.796922221918763,5.40618673599775,0.5329944422297526,False
pe:only_regime_trend,regime_filter,pe,pe trade only regime=trend,874478.6249999949,0.9995888137857645,0.42489354045462724,0.315994787341692,1.0681821370667084,38355,-1893640.4999999981,0.6876845087259195,0.3892061008994916,-49.371411810715635,-1893505.1250000016,279.31330385852107,-258.81374055576896,0.5751064595453728,874478.6249999949,-0.04449615531312556,-7.865397221259734,874756.1249999956,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-7.865397221259734,-12.229127527497848,-3.5016669150216186,0.00041118621423553954,False
ce:atr_above_7.7003,atr_range,ce,ce require ATR >= 7.7003,748362.3749999974,0.9993287872057994,0.1250074971510826,0.2701981704219574,1.0477732174304224,58355,-2019756.7499999956,0.7796955841628573,0.4093051152429098,-34.61154571159276,-2020282.1249999972,299.27862151978246,-265.971181462141,0.8749925028489174,748362.3749999974,0.04751492012381231,6.89446887786314,747979.125,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,6.89446887786314,2.9212672008467484,10.867670554879531,0.0006712127942005812,False
pe:only_day_monday,day_filter,pe,pe trade only Monday,832731.3749999956,0.997027503721108,0.3960894859953218,0.2995650247966999,1.0236270006713066,40276,-1935387.7499999974,0.6959249080283489,0.38993445227927304,-48.05312717250962,-1938987.0000000047,282.0405682903535,-259.03849558422525,0.6039105140046782,832731.3749999956,-0.03625575601069608,-6.547112583053718,829274.2499999925,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-6.547112583053718,-10.866939912538887,-2.2272852535685477,0.002972496278891946,False
ce:exclude_regime_mixed,regime_filter,ce,ce exclude regime=mixed,730332.3749999995,0.9497143318271088,0.18543453487674688,0.26365471286353315,0.9939365958867268,54325,-2037786.7499999935,0.7574345591758395,0.40068108605614355,-37.51103083294972,-2038396.1250000026,292.33199338448134,-258.0311213833773,0.8145654651232531,730332.3749999995,0.025253895136794435,3.99498375650618,729865.1249999946,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,3.99498375650618,-0.0050491976805950856,7.995016710692955,0.05028566817289116,False
pe:ema_spread_above_0.000392,ema_distance_filter,pe,pe require EMA20/EMA50 spread >= 0.000392,738379.8749999981,0.40339286685929543,0.24674623643015658,0.2667305605639631,0.9753239523691257,50236,-2029739.2499999949,0.7426848046474818,0.40060912493032885,-40.40407775300571,-2029881.3750000007,291.10084472049715,-261.9688402909236,0.7532537635698434,738379.8749999981,0.01050414060843674,1.101936836450193,738379.8749999965,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.101936836450193,-2.978648319483561,5.182521992383947,0.5966071331407046,False
ce:exclude_low_volatility,volatility_filter,ce,ce exclude volatility below p25 (0.000205),697906.5000000007,0.9971278600724592,0.1250074971510826,0.2520488266777579,0.9706089975904737,58355,-2070212.6249999923,0.7737398635521011,0.4073172821523434,-35.47618241795891,-2070524.2499999944,297.8454499558251,-264.54927210431964,0.8749925028489174,697906.5000000007,0.04155919951305609,6.029832171496992,697737.0000000028,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,6.029832171496992,2.0653670912715043,9.994297251722479,0.0028721399275408077,False
ce:atr_mid_7.7003_12.5347,atr_range,ce,ce require ATR between 7.7003 and 12.5347,718340.2499999988,0.20237267155838334,0.2500149943021652,0.25935305058364766,0.9428010314684677,50018,-2049778.8749999942,0.7319190767984141,0.39881642608660883,-40.980824403214726,-2050304.2499999963,280.5464708241429,-254.2773486863983,0.7499850056978348,718340.2499999988,-0.00026158724063096717,0.5251901862411756,717957.0000000009,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,0.5251901862411756,-3.489226911517874,4.539607284000225,0.7976273284416167,False
ce:rsi_30_55,rsi_range,ce,ce require RSI between 30 and 55,701660.6250000009,0.8031459039979896,0.2029778684100042,0.25341308556047515,0.9414319409293281,53155,-2066458.499999992,0.747764427323045,0.39892766437776317,-38.87608879691454,-2066747.625,288.8995578872911,-256.41857981220653,0.7970221315899958,701660.6250000009,0.015583763284000018,2.629925792541364,701513.6249999972,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.629925792541364,-1.3641769631147946,6.624028548197523,0.19685409600201048,False
ce:ema_distance_mid_0.000180_0.000723,ema_distance_filter,ce,ce require EMA20 distance between 0.000180 and 0.000723,705788.2500000056,0.1064947316492244,0.2500149943021652,0.2549041388344407,0.9232830870498598,50018,-2062330.8749999874,0.7303713091546462,0.39679715302491103,-41.23177406133767,-2062619.9999999956,281.4758086864517,-253.5143432435118,0.7499850056978348,705788.2500000056,-0.0018093548843988172,0.2742405281182343,705641.2500000016,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,0.2742405281182343,-3.740930178458645,4.289411234695113,0.8935052683507756,False
ce:vwap_distance_mid_0.000579_0.002153,vwap_distance_filter,ce,ce require absolute VWAP distance between 0.000579 and 0.002153,689615.2500000007,0.01908345881660256,0.2500149943021652,0.24899749797819798,0.8978865086425998,50018,-2078503.8749999923,0.7283879150423559,0.39379823263625097,-41.555117657643095,-2078971.124999999,282.9856386759409,-252.38191352527951,0.7499850056978348,689615.2500000007,-0.0037927489966891326,-0.049103068187193344,689290.1249999981,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-0.049103068187193344,-4.072623933559881,3.9744177971854944,0.9809165411833974,False
pe:only_regime_range,regime_filter,pe,pe trade only regime=range,728962.8749999944,0.9989711753044869,0.3707641096383374,0.2628443666579504,0.878639529388758,41965,-2039156.2499999986,0.6907489769451237,0.39175503395686884,-48.59183247944713,-2040639.3750000019,277.0497718978102,-258.32926542605287,0.6292358903616626,728962.8749999944,-0.04143168709392131,-7.085817889991226,727621.8749999953,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-7.085817889991226,-11.316771226918688,-2.8548645530637646,0.0010288246955131551,False
pe:vwap_distance_above_0.001193,vwap_distance_filter,pe,pe require absolute VWAP distance >= 0.001193,677188.5000000007,0.11251251718331312,0.25,0.2439881712753797,0.8771054863535033,50019,-2090930.6249999923,0.7346008404141324,0.3980687338811252,-41.80272746356369,-2092838.2500000012,290.6688074431221,-261.67255380629723,0.75,677188.5000000007,0.0024201763750874017,-0.29671287410779,675422.999999996,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-0.29671287410779,-4.407118492187723,3.813692743972143,0.8874874828166869,False
ce:min_adx_20,minimum_trend_strength,ce,ce require ADX >= 20,649926.3750000005,0.8161776038487489,0.1817459365441132,0.2347778321139318,0.871931457176429,54571,-2118192.7499999925,0.7480186939910658,0.3999560205970204,-38.81535522530268,-2118334.874999995,288.0948238339598,-256.7155405405405,0.8182540634558868,649926.3750000005,0.01583802995202077,2.6906593641532197,649926.3750000023,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,2.6906593641532197,-1.2772749937503276,6.658593722056767,0.18382239615125104,False
all:exclude_day_friday,day_filter,all,all exclude Friday,650729.9999999986,0.543597000128641,0.2060217117495352,0.23516837509465358,0.8611127627231266,52952,-2117389.1249999944,0.7427086316584754,0.4009291433751322,-39.986952806315045,-2117253.7500000033,287.9015073009894,-259.4268370531492,0.7939782882504648,650729.9999999986,0.010527967619430423,1.519061783140856,651007.499999994,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.519061783140856,-2.4785612371525496,5.516684803434261,0.45640299987135907,False
pe:atr_above_7.7003,atr_range,pe,pe require ATR >= 7.7003,622037.2500000005,0.9805966957446318,0.1250074971510826,0.22458009517707062,0.8542589166613672,58355,-2146081.8749999925,0.7671418836309384,0.40817410676034616,-36.77631522577315,-2146564.8750000014,296.82951110458066,-266.85962473940236,0.8749925028489174,622037.2500000005,0.034961219591893355,4.729699363682748,621696.3749999958,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.729699363682748,0.7641571484296246,8.695241578935871,0.01940330425536819,False
pe:vwap_side_aligned,vwap_distance_filter,pe,pe require side-aligned VWAP distance,661082.6249999902,0.2198408489905299,0.24932525640256697,0.23832346928961148,0.8528091454233597,50064,-2107036.500000003,0.7308999034426956,0.4003275806967082,-42.086858820709544,-2108519.6250000014,285.54532357050203,-260.80660432349623,0.750674743597433,661082.6249999902,-0.0012807605963494062,-0.5808442312536428,659741.6249999958,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-0.5808442312536428,-4.659694886624195,3.4980064241169098,0.7801591510094701,False
pe:only_day_wednesday,day_filter,pe,pe trade only Wednesday,725172.3749999909,0.9999893141214742,0.40103760570983027,0.2607106717257968,0.8466163512016023,39946,-2042946.750000002,0.6777545531812599,0.38724778450908726,-51.1427114104041,-2046546.000000004,277.7668805352641,-259.0073385218778,0.5989623942901697,725172.3749999909,-0.05442611085778515,-9.636696820948195,721715.2499999932,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-9.636696820948195,-13.92666955241853,-5.346724089477861,1.0685878525862035e-05,False
all:rsi_35_65,rsi_range,all,all require RSI between 35 and 65,645573.3749999963,0.0911690912804266,0.23753973490073776,0.23330560834892222,0.836252576463679,50850,-2122545.7499999967,0.7309090504555578,0.3976204523107178,-41.74131268436572,-2122410.375,285.14229190365506,-257.51159772779204,0.7624602650992622,645573.3749999963,-0.0012716135834872633,-0.23529809490981535,645850.8749999972,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-0.23529809490981535,-4.262640688523949,3.7920444987043185,0.9088309087195734,False
ce:ema_distance_above_0.000180,ema_distance_filter,ce,ce require EMA20 distance >= 0.000180,607300.8750000051,0.9748532231285321,0.1250074971510826,0.21937989956692153,0.8322621987506843,58355,-2160818.249999988,0.7603340609736322,0.40414703110273326,-37.028845000428205,-2160960.374999997,290.6691241943694,-259.29535748180945,0.8749925028489174,607300.8750000051,0.028153396934587183,4.477169589027696,607300.875,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,4.477169589027696,0.5581424183757746,8.396196759679617,0.02514677687146799,False
pe:min_adx_25,minimum_trend_strength,pe,pe require ADX >= 25,660837.7499999977,0.8056487324775935,0.2857164277574522,0.23871943083406436,0.8310223983385622,47637,-2107281.3749999953,0.7175272139492905,0.3944412956315469,-44.23623181560542,-2107423.5000000023,284.87708222458787,-258.6099681076022,0.7142835722425478,660837.7499999977,-0.014653450089754494,-2.73021722614952,660837.7499999949,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,-2.73021722614952,-6.85347824954998,1.3930437972509395,0.19435126752240653,False
all:exclude_day_wednesday,day_filter,all,all exclude Wednesday,626212.1249999995,0.5252947754734469,0.19792478858033946,0.2262113537875077,0.8269160554184599,53492,-2141906.9999999935,0.7429286442538307,0.39759216331414043,-40.04163239362883,-2142049.1249999995,291.0498460127895,-258.5636520916088,0.8020752114196605,626212.1249999995,0.010747980214785624,1.4643821958270706,626212.1249999977,66692,-2768119.124999993,-41.5060145894559,0.732180664039045,0.39701913272956274,-2768261.249999997,285.8090159755271,-257.0192035112149,1.4643821958270706,-2.5507423369047366,5.479506728558878,0.4747052245265531,False
